"geo_name","Total population","Average age","Median age","Median after-tax income","Average after-tax income","Employment income (%)","Gini index","External migrants 1 year ago","External migrants 5 years ago","LANDAREA"
"L4P",29860,40.3,40.4,36800,41240,78.6,0.2,80,405,67.6291
"L4R",19245,47.2,50.4,31600,37400,61.6,0.3,25,210,107.8584
"L4S",36690,41.2,43.2,30600,42400,80.4,0.3,500,2735,28.7441
"L4T",38180,38.2,34.4,25800,29400,73.6,0.2,960,6160,33.7566
"L4V",,,,,,,,,,2.4291
"L4W",19745,46.9,49.2,37200,43520,70.6,0.3,90,600,19.4499
"L4X",18720,41,41.2,30800,36960,74.6,0.3,195,1275,6.3661
"L4Y",23490,44.1,45.2,34400,41400,72,0.3,225,1060,8.1692
"L4Z",37215,41,39.6,33600,39160,78,0.3,805,3725,9.95
"L5A",47405,41.8,41.2,31200,35920,74,0.3,680,4625,8.242
"L5B",67130,40,37.2,30600,36680,77.6,0.3,2790,11865,10.399
"L5C",29285,42.4,42.8,32400,40560,72.4,0.3,235,1940,12.3848
"L5E",12970,44,45.2,39600,48280,75.4,0.3,80,355,8.0467
"L5G",20715,43.7,45.2,40800,60750,74.8,0.4,145,1045,7.2303
"L5H",17410,43.5,46.4,45600,69500,71.4,0.4,160,525,11.3873
"L5J",28205,43,43.2,39600,53650,74,0.3,235,1065,17.8669
"L5K",13365,41.9,41.6,36000,46160,71.8,0.3,140,750,6.0875
"L5L",43585,43.2,44,36400,44800,71.6,0.3,470,2050,18.1864
"L5M",106470,39.6,39.6,33200,42280,79.6,0.3,2290,11695,24.9887
"L5N",83700,39.7,40.4,38000,44080,81.6,0.2,920,5545,32.8959
"L5R",37025,42.5,42,31800,37520,75.8,0.3,860,3645,9.3291
"L5S",,,,,,,,,,5.9959
"L5T",,,,,,,,,,11.9677
"L5V",49150,40.2,39.6,31600,38560,81.2,0.3,655,3090,11.9662
"L5W",24145,37.8,37.6,33200,41840,84.8,0.3,295,2070,15.6487
"L6A",89290,38.7,39.6,36400,45880,81.8,0.3,760,4480,61.2069
"L6B",34760,36.7,37.2,35200,42800,84.2,0.3,395,1725,33.1034
"L6C",51735,39.8,41.2,32400,44480,77.6,0.3,1095,3300,52.6077
"L6E",38390,38.8,39.6,33200,41640,80.6,0.3,770,2440,8.2503
"L6G",8365,39.6,35.2,29400,35440,79.2,0.4,260,1280,14.2567
"L6H",72660,39.6,40,39200,52250,79.2,0.3,1190,6785,62.5146
"L6J",24420,43.4,46.4,46400,97400,69.4,0.5,295,1875,18.3881
"L6K",14115,44.2,44.8,35200,55600,69.6,0.4,135,1085,6.1044
"L6L",30010,44.7,47.2,42400,59550,70.8,0.4,435,1320,17.0665
"L6M",72545,37.6,39.6,42800,56350,82.2,0.3,1255,7235,34.8703
"L6P",91155,37.3,36,29000,36160,80,0.2,910,5845,45.794
"L6R",93785,36.9,34.8,28800,33440,78.8,0.2,1515,9520,23.5285
"L6S",54360,40.1,38.8,33600,37720,75.4,0.2,630,4530,41.2511
"L6T",39615,39,37.2,31000,34040,75.8,0.2,505,4375,19.2571
"L6V",42390,38.9,37.6,31600,34840,77.2,0.2,520,4410,8.6194
"L6W",23550,41.4,40.8,32400,38640,74,0.3,245,1630,15.3978
"L6X",76115,36.7,35.6,32000,37200,81.6,0.2,1130,7695,26.0308
"L6Y",97600,38,35.6,29800,36040,79,0.3,2010,14095,37.934
"L6Z",33885,39.5,38.4,35200,41080,78.2,0.3,395,2940,14.4623
"L7A",104010,34,33.2,32400,37520,84.2,0.2,1355,10875,33.6137
"L7B",17810,40.1,42,43200,61650,76.2,0.4,35,285,180.9839
"L7C",33845,38.2,38,37200,46680,75.4,0.3,240,1420,293.252
"L7E",34520,40.7,42.4,41200,48800,79.4,0.3,65,370,135.4397
"L7G",48050,40.6,42,44000,52550,80.4,0.3,100,660,127.5306
"L7J",13765,41.6,43.6,40800,45920,78,0.3,15,65,133.2637
"L7K",8485,44.5,48.4,39600,50680,70.2,0.3,35,120,260.1272
"L7L",47435,41.5,42.4,44800,54050,78.2,0.3,240,1535,24.6378
"L7M",48500,40.7,41.6,45200,54650,78.2,0.3,195,1710,53.8541
"L7N",13160,46,48,40400,56250,70.4,0.3,55,295,6.5651
"L7P",29775,43,44,42800,52650,72.4,0.3,80,680,78.1321
"L7R",17335,45.1,45.2,39600,50040,69.4,0.3,150,785,5.9362
"L7S",12205,50.9,54,38400,46920,65.6,0.3,45,395,3.9426
"L7T",18555,47,48.8,40800,51500,66.6,0.3,120,600,13.0558
"L8B",25780,38.4,38.4,45200,51200,79.6,0.3,30,540,130.2271
"L8E",41930,41.4,41.2,34400,40440,73.4,0.3,170,1735,32.8993
"L8G",21805,47.8,50.8,34800,39520,63.5,0.3,80,360,8.8239
"L8H",26185,40.7,40,31800,34680,74.2,0.3,80,580,15.6287
"L8J",29150,37.6,36.8,38400,42760,78.4,0.3,165,1160,71.471
"L8K",32600,42.9,42.4,34000,37600,70.4,0.3,145,950,11.819
"L8L",32310,38.2,36.4,27800,31800,72.4,0.3,130,1390,13.2307
"L8M",13770,40.4,38.4,30600,35680,73,0.3,65,400,3.346
"L8N",15565,40.2,36.8,28600,33640,73.8,0.3,155,1750,6.5312
"L8P",24775,42.2,38.8,32400,41280,71.2,0.4,260,2070,5.8906
"L8R",11650,41.7,38.4,26200,32400,72,0.3,195,1195,4.1562
"L8S",15785,39.1,32.4,28400,35920,66.8,0.3,370,2355,17.9287
"L8T",19405,43.5,43.6,35600,39360,67.4,0.3,50,745,6.263
"L8V",21165,45,44.4,32800,35920,68.4,0.2,75,670,5.5244
"L8W",26080,39.5,38.8,34400,38720,74,0.2,95,815,7.052
"L9A",25900,41.6,40.4,33200,37480,71.8,0.3,175,1305,7.1852
"L9B",25025,42.4,42.8,36800,42360,71.4,0.3,105,595,13.6175
"L9C",41200,42.2,41.2,34400,39760,69.8,0.3,220,2495,12.6266
"L9E",16930,31.6,32.4,39200,43440,82.4,0.3,250,2045,118.7335
"L9G",25020,43.1,44.8,46800,57750,67.4,0.3,95,645,80.625
"L9H",31220,46.7,49.6,42800,52550,67.4,0.3,125,500,62.01
"L9J",2275,40.8,36.8,35600,37760,73.6,0.2,0,130,27.2468
"L9K",15925,39.5,39.6,39200,51700,71.6,0.3,215,1040,7.5933
"L9L",14620,46.8,50.4,40000,47720,65.8,0.3,15,180,236.5082
"L9M",16610,48.7,53.2,33200,39840,59.6,0.3,20,30,242.9891
"L9N",21660,38.1,38,37200,44120,80.4,0.3,130,730,69.0495
"L9P",17380,44.2,47.2,41600,55300,75,0.3,50,125,218.119
"L9R",25950,41.5,40.8,38800,42720,69.2,0.2,65,365,103.0616
"L9S",33435,41.3,42,36400,42520,75.4,0.3,95,425,119.0325
"L9T",110955,35.3,36.4,40800,46720,83.4,0.2,1150,7015,82.9492
"L9V",17750,39.9,40,38000,44080,76.6,0.3,50,180,818.77
"L9W",48790,40.4,40.4,39600,46080,77.2,0.3,130,675,683.4793
"L9X",12895,40.4,42.8,44000,55650,74.8,0.3,0,60,238.2282
"L9Y",28925,48.2,52,36400,48440,59.9,0.3,35,420,186.0677
"L9Z",24850,50.4,56.4,32000,37880,57.8,0.3,35,205,57.4219
"M1B",65555,40.8,39.6,28800,32760,73.2,0.2,590,4545,35.3539
"M1C",35645,43.3,44.4,38000,44960,73.4,0.3,260,1630,13.8604
"M1E",48035,41.7,41.2,30200,35680,69.4,0.3,410,3165,15.8104
"M1G",30895,39.2,36.8,25200,30080,68.6,0.3,555,3495,8.9669
"M1H",23960,40.8,38.4,28600,33080,74.4,0.3,530,2960,4.4976
"M1J",37005,39.1,37.6,28000,31920,70.2,0.3,375,3925,6.56
"M1K",48175,40.8,40.4,28000,32360,71.6,0.3,635,4235,8.7101
"M1L",35830,39.6,38.8,28800,34800,75.8,0.3,480,3460,8.3321
"M1M",23260,43,44.4,32000,41480,71.4,0.3,205,1475,9.2167
"M1N",22975,43.2,44.8,38800,51550,75.2,0.3,160,830,5.9616
"M1P",45170,41.5,39.6,28400,33160,72.8,0.3,720,4255,11.1723
"M1R",30470,41.8,41.2,29600,34480,72.6,0.3,305,2830,10.2393
"M1S",37660,44.7,44.4,26400,32680,70,0.3,525,3480,12.9636
"M1T",34605,44.8,44.8,26800,33360,66.4,0.3,470,3030,6.1233
"M1V",50825,44.7,45.6,24000,29920,66.4,0.3,590,3120,14.2525
"M1W",47070,46,48,27000,33680,66.4,0.3,655,3640,8.3863
"M1X",14810,39.4,38.4,29000,34040,79,0.2,120,660,7.0091
"M2H",23395,46.4,48,29800,39120,64.4,0.3,365,2175,7.6546
"M2J",61760,40.9,38.4,30200,37120,73.4,0.3,1470,9835,10.1063
"M2K",25375,43.7,40.4,36000,44800,70.4,0.4,705,3610,5.68
"M2L",11275,44,46.4,40800,120700,42.9,0.5,220,765,6.1199
"M2M",31915,45.1,44.4,28600,37840,67.8,0.3,745,4145,7.5823
"M2N",75100,41.3,38,33200,44240,75,0.4,2595,11685,9.5924
"M2P",7545,44.3,47.2,44000,72900,64,0.5,115,675,2.868
"M2R",40580,44.1,44.4,28200,35480,70,0.3,510,4145,7.0468
"M3A",34365,41.1,40.8,32000,40040,73.8,0.3,480,3150,7.437
"M3B",12880,45.9,49.2,44400,77000,57.4,0.4,240,730,7.1507
"M3C",39620,41.7,40.4,29400,37560,68.6,0.3,525,4550,8.3416
"M3H",38420,40.9,40.8,34400,48080,74.2,0.4,310,2715,11.0528
"M3J",26600,39.3,36,27200,30840,75.2,0.3,395,3805,13.0563
"M3K",7865,40.3,38.8,33600,39320,78,0.3,70,845,6.3491
"M3L",19265,40.8,40.4,27600,31640,72,0.2,160,1670,5.7104
"M3M",24910,41.4,41.2,30400,34000,74.2,0.3,205,1730,5.0881
"M3N",40845,39.1,38,25000,28000,67.2,0.3,305,2935,6.6508
"M4A",14590,44.1,44,29800,36800,70.4,0.3,85,995,4.4758
"M4B",18610,42.4,43.2,32800,42040,73.8,0.3,170,1220,4.9089
"M4C",46440,40.1,40,34800,43320,79.4,0.3,535,3830,5.0113
"M4E",25470,41.3,42.8,48800,68500,82.2,0.4,110,875,3.769
"M4G",19600,42.6,44.4,53200,85600,76.4,0.4,165,930,7.1324
"M4H",18695,35.6,34,22800,27360,63.2,0.3,405,2340,1.0874
"M4J",35130,41.5,42,38400,50360,80.8,0.3,190,1330,5.325
"M4K",30915,42.9,43.2,39600,56900,78.8,0.4,140,1240,4.3905
"M4L",32215,40,40.8,44400,57800,81.8,0.4,175,1025,4.3573
"M4M",25055,40.4,38.8,42000,55200,84.6,0.4,200,1020,9.1644
"M4N",16055,45.2,46.8,54000,147400,56.6,0.6,175,915,4.8658
"M4P",25060,40.2,36.8,38800,50440,79.6,0.4,665,4310,1.441
"M4R",11910,40.9,40.4,48400,80100,78.2,0.5,140,920,1.8541
"M4S",30750,40.9,38,45200,59050,81,0.4,820,4585,3.079
"M4T",10330,46.1,46.8,55600,128600,69.8,0.5,110,695,1.6713
"M4V",19275,46.3,45.2,50400,104900,64.6,0.6,290,1245,2.7339
"M4W",15295,45.4,44.8,51200,134000,71,0.6,300,1485,4.4645
"M4X",19895,40.7,39.2,28000,37040,75.2,0.4,430,2920,1.1465
"M4Y",36320,38.6,33.2,34400,43160,80,0.4,1345,6520,1.0366
"M5A",48975,39.6,36.4,35200,46880,82,0.4,805,4300,3.7157
"M5B",17425,36.7,31.4,29400,39440,81.2,0.4,685,3195,0.5576
"M5C",3150,40.3,36.4,49200,56950,85.2,0.4,75,260,0.2219
"M5E",11780,39.8,34.4,51200,65100,85.4,0.4,470,1780,0.4951
"M5G",9755,34.2,30.8,33200,42400,82.6,0.4,655,2275,0.7095
"M5H",3245,35.2,31.4,44000,68700,83.4,0.5,325,755,0.4726
"M5J",16880,39.1,33.6,48000,59900,82.4,0.4,685,3235,4.1369
"M5M",25495,40.7,43.2,53600,85100,73.6,0.4,220,1210,5.1585
"M5N",16155,41.5,41.6,43600,82800,68.6,0.5,325,1185,2.754
"M5P",19790,44.4,43.2,47600,82500,62.4,0.5,185,1575,3.3673
"M5R",26200,45.5,42,44000,83500,66,0.5,435,1965,2.8276
"M5S",17075,40,33.2,33600,51850,66,0.5,680,2685,1.8915
"M5T",17900,41.7,36,25800,42520,78.4,0.4,380,1870,1.4718
"M5V",59910,34.6,32,48400,56750,90,0.4,2510,9135,3.8341
"M6A",22380,39.7,37.6,31000,41360,71.6,0.3,230,1955,5.5599
"M6B",28535,42.4,42,33600,46440,72.4,0.4,325,2120,5.3266
"M6C",23995,41.3,40.4,39200,57700,76.2,0.4,160,1250,2.9792
"M6E",37685,41.9,40.8,31800,38080,78.4,0.3,365,2580,5.0027
"M6G",30600,43,39.6,37200,54050,79.8,0.4,270,1550,3.8615
"M6H",43730,41,38.4,34800,42840,80.6,0.3,410,2535,4.6523
"M6J",32115,40.3,36.8,39200,51750,82.6,0.4,415,2090,2.9426
"M6K",42110,39.6,35.6,35600,43240,86,0.3,800,3725,2.7728
"M6L",20155,42.6,42.4,29200,35600,69,0.3,90,975,4.7863
"M6M",42150,40.6,40,29400,33800,74.4,0.3,330,2465,8.096
"M6N",40250,41.4,40.8,30200,36080,75.6,0.3,265,2130,8.3243
"M6P",39870,40.8,39.2,41200,51080,81.2,0.3,350,2045,4.1581
"M6R",19350,39.9,39.2,46000,61800,83.4,0.4,125,750,2.3243
"M6S",34025,41.2,41.6,48000,66300,78.4,0.4,225,1405,8.01
"M8V",44145,42.3,40,38800,49080,77.4,0.3,635,3710,7.0416
"M8W",22380,42,41.6,39600,47560,80.6,0.3,120,1200,6.9498
"M8X",10620,47.8,50.8,55600,92600,68,0.4,85,350,2.8732
"M8Y",21990,41.4,40.8,41200,53650,80.8,0.4,215,1115,4.8899
"M8Z",19315,41.3,40.4,44400,55250,82,0.3,100,850,8.7727
"M9A",36640,43.8,43.2,39600,62300,67.6,0.4,535,3025,10.0741
"M9B",33235,42,42,40800,52300,76.8,0.3,385,1835,13.3122
"M9C",38725,44.9,45.6,37600,45040,72.8,0.3,290,1855,14.1886
"M9L",11740,42.3,41.6,26800,31680,69.8,0.3,115,915,7.9409
"M9M",24245,39.2,38,29000,32800,74.8,0.3,190,1905,6.3964
"M9N",26055,40.2,39.6,30400,35600,75,0.3,220,1725,5.1476
"M9P",20645,44.6,45.2,35600,65700,72.2,0.3,130,900,6.7153
"M9R",33785,41.7,40.8,31400,37400,68.6,0.3,385,2180,6.5681
"M9V",53880,39.2,37.2,26200,30000,71.6,0.2,660,6075,15.5433
"M9W",40980,40.7,38.8,29800,33720,74.2,0.3,365,3250,27.3161
"N0A",31955,46.4,50.8,36800,41760,64.2,0.3,45,90,1035.2298
"N0B",86920,41.3,42.8,42400,50680,72.8,0.3,245,730,2106.5526
"N0C",17540,42.2,43.6,34000,39800,66.6,0.3,25,165,1296.4427
"N0E",36560,43.6,46,36400,42160,67.2,0.3,50,270,1365.0123
"N0G",86935,41.1,40.8,34800,40120,70.2,0.3,120,630,5612.6402
"N0H",53675,47.6,52.8,36400,47160,61.3,0.3,230,485,3239.6509
"N0J",33460,38.8,38.4,37200,41480,72,0.3,115,255,1494.4442
"N0K",24820,39.7,38.4,37200,41160,70.8,0.3,60,240,1499.13
"N0L",49815,42.3,44,39600,44600,71.8,0.3,140,345,2069.842
"N0M",69180,43.9,46,38400,43600,67.4,0.3,105,360,3593.2568
"N0N",42295,43.5,45.2,40000,47400,68,0.3,160,420,1576.4634
"N0P",53140,43.7,46,34800,42720,62,0.3,190,530,2849.2033
"N0R",50205,41.6,43.2,41200,46480,73.6,0.3,40,460,784.0921
"N1A",12615,44.5,47.2,33200,38120,65,0.3,15,30,225.1076
"N1C",3675,40.5,43.6,48000,58500,77.2,0.3,0,45,4.7041
"N1E",44800,39.7,38.4,40000,44160,76.6,0.3,150,1235,39.2619
"N1G",29685,40.7,37.6,36800,44600,69,0.3,305,1870,22.8294
"N1H",42180,42.3,41.2,36000,42720,73,0.3,300,2210,131.6029
"N1K",10905,39,38.4,38000,41200,80.6,0.2,95,570,4.1746
"N1L",17475,36.8,34.8,40000,48600,79,0.3,175,1200,12.271
"N1M",18500,42.3,42.4,40000,44080,72.6,0.2,30,150,88.7683
"N1P",7990,35.7,36,39200,43720,83.6,0.2,55,165,2.2739
"N1R",42930,41.9,40.8,33200,37960,71.2,0.3,175,1560,182.1589
"N1S",20170,42.5,42.8,38400,44720,74,0.3,40,375,9.8775
"N1T",18515,37.5,37.2,37200,44360,80.8,0.3,115,875,15.225
"N2A",32450,39.9,39.2,37200,43160,75,0.3,235,1800,13.6052
"N2B",16940,42.8,42.8,36000,40320,74.2,0.3,60,620,7.6676
"N2C",17680,40.3,36.8,30000,34480,70.8,0.3,240,2585,13.2857
"N2E",40430,37.7,36.4,35600,37840,79,0.2,205,2920,12.6935
"N2G",14580,42.2,38,31800,38160,73.6,0.3,140,1295,5.679
"N2H",22455,41.1,38.4,35600,41600,75.2,0.3,185,1300,11.3629
"N2J",20895,41.7,36.8,32800,42040,70.6,0.3,430,2455,38.2888
"N2K",29380,39.8,40.4,43200,53000,78,0.3,375,1180,20.4743
"N2L",37955,37.4,29.8,28400,38480,69.4,0.4,1395,7495,15.7746
"N2M",36490,39.2,36.4,33600,38720,72.4,0.3,435,3565,10.3077
"N2N",26595,39.9,39.2,38000,42880,76.2,0.2,150,1315,10.2024
"N2P",25040,37,36,38400,48240,76.4,0.3,295,2380,19.3575
"N2R",18445,32.3,32.8,40000,44920,84.4,0.2,185,1670,26.9683
"N2T",20630,40.2,41.2,42000,52750,76.2,0.3,160,895,7.1546
"N2V",19430,37.9,38,40000,50760,82,0.3,275,1600,19.0718
"N2Z",12340,44.9,46.8,42000,51500,65,0.3,45,150,283.6428
"N3A",17045,41.5,41.6,43600,48840,71,0.2,20,115,196.8159
"N3B",13190,39.5,38.4,42000,46560,75,0.3,35,175,56.0565
"N3C",27520,38.7,38.8,41200,46200,80,0.2,85,680,56.6023
"N3E",2805,30.7,30.8,38400,45600,80.6,0.3,75,330,14.2872
"N3H",24305,41.9,40.8,34400,38680,73.8,0.3,285,1440,26.3894
"N3L",17680,42.1,42,39200,45160,74.6,0.3,40,185,136.6595
"N3P",8540,40.3,39.6,35600,38320,73.6,0.2,35,115,7.4808
"N3R",35860,44.5,45.6,35600,39840,67.2,0.2,45,420,16.4913
"N3S",27525,40.3,39.2,31400,34880,72,0.2,55,635,21.1132
"N3T",37405,39.6,38.8,34800,41160,73.4,0.3,255,1455,245.8371
"N3V",1565,43.2,44.8,39600,41900,70.8,0.2,0,0,0.6066
"N3W",15805,38.9,38.4,41600,45360,76,0.2,20,215,191.854
"N3Y",23400,46.1,49.2,34400,39840,61.8,0.3,55,280,392.1731
"N4B",8220,43.6,44.4,34400,38000,65.4,0.3,0,35,141.7672
"N4G",21520,45.8,47.6,34400,38920,61.5,0.3,35,160,130.0817
"N4K",28975,46.4,49.2,32400,38920,62.8,0.3,50,295,356.4141
"N4L",8335,49.1,54.4,33200,41080,59.6,0.3,0,75,288.4458
"N4N",10340,46.6,49.6,33200,38400,63.1,0.3,0,55,141.6356
"N4S",33055,42.6,42.8,36000,39200,70.8,0.3,60,365,294.6386
"N4T",15160,39.1,38.4,38400,43760,70.8,0.3,70,420,28.6033
"N4V",3480,43.7,41.2,37200,41040,67.4,0.2,0,55,2.048
"N4W",13310,39.8,38,36000,39080,68.8,0.3,40,325,271.1048
"N4X",9950,45,47.6,38400,43120,69.2,0.3,15,100,293.345
"N4Z",2360,40.7,40.8,38800,44760,72.6,0.2,10,20,5.8774
"N5A",32900,45.1,46.4,36400,41560,66.6,0.3,140,640,161.2882
"N5C",15720,41,41.2,38000,41840,73.8,0.3,0,80,126.2413
"N5H",15625,39.1,37.6,33200,37760,69.2,0.3,80,270,283.723
"N5L",3710,51.5,57.6,39200,47040,56.9,0.3,20,25,66.2917
"N5P",21085,42,42.8,35200,39320,70.6,0.3,35,165,293.7813
"N5R",30680,43.6,44.8,36000,39320,67.2,0.2,90,305,29.3801
"N5V",32960,38.8,36.4,31200,33920,71.8,0.2,345,2385,38.3675
"N5W",24740,41.9,40.4,31200,34320,70.8,0.3,200,1255,17.5688
"N5X",36965,40.7,40.4,40000,46440,70.2,0.3,415,2915,11.7911
"N5Y",35930,38.4,35.6,28600,33560,68.6,0.3,545,4405,11.9884
"N5Z",24065,40.6,40,31000,33400,70,0.3,120,940,10.2388
"N6A",13810,41.4,34,30600,43160,66.2,0.4,330,1410,6.0614
"N6B",11100,42.2,38,26800,32600,70.6,0.3,195,845,2.9296
"N6C",30625,42.4,41.6,36800,42520,70.4,0.3,235,1315,13.4371
"N6E",28140,39.2,38,31000,33520,68.8,0.3,265,1830,15.4174
"N6G",50940,38.4,36.4,36000,44800,68.6,0.3,790,4625,47.7933
"N6H",44215,41.9,38.8,32400,40240,66.8,0.3,795,5350,33.763
"N6J",27500,44.2,43.6,32800,37640,64.8,0.3,135,1315,9.4009
"N6K",37595,43.7,44.4,41600,50840,64,0.3,190,1405,34.3123
"N6L",5170,35.6,34.4,34800,39480,75.6,0.3,75,455,31.5686
"N6M",8545,35.6,35.2,38000,40680,79.2,0.2,45,505,41.6825
"N6N",725,45.9,49.2,39200,44000,61.2,0.3,0,0,67.5277
"N6P",10945,40.3,40.8,44800,53300,73,0.3,45,180,164.9351
"N7A",12495,49.3,55.2,34800,41360,60.1,0.3,20,110,253.3853
"N7G",19925,43.6,44.4,36000,40760,69.6,0.2,15,190,220.6681
"N7L",25130,45.4,47.2,32400,37320,63.3,0.3,30,335,25.7538
"N7M",25580,43.2,44,32800,38760,64.6,0.3,70,355,325.6238
"N7S",28410,42.7,42.4,38400,46320,69.4,0.3,175,950,16.0133
"N7T",26035,44.2,44.4,29600,36160,61.6,0.3,95,725,101.9124
"N7V",11615,48.1,51.6,40000,47360,59,0.3,50,145,7.5841
"N7W",2580,59.1,66.5,38800,46320,50.2,0.3,0,0,36.1951
"N7X",1125,49,54.8,55200,68800,59.6,0.3,0,0,7.1848
"N8A",12625,45,48,30400,34880,63.9,0.3,25,60,358.8804
"N8H",27530,42.1,41.6,32400,38360,64.4,0.3,440,1715,154.9092
"N8M",11820,42.9,44.8,38000,42120,72.2,0.3,0,10,120.0186
"N8N",24530,44.8,47.6,42400,50720,67.2,0.3,85,310,49.2695
"N8P",14605,44.3,46,39200,45760,67.8,0.3,80,440,5.7709
"N8R",12735,40.7,40.8,34000,37360,68.8,0.2,20,600,5.8025
"N8S",22355,45.4,46.8,36800,40760,64.2,0.3,100,565,9.0567
"N8T",17935,42.1,42.4,30200,33520,62.3,0.3,55,995,11.3662
"N8W",24055,41.4,41.6,34800,37880,71,0.2,70,640,16.6972
"N8X",16460,40.5,39.2,28800,32600,67.6,0.3,135,1165,8.2375
"N8Y",19255,43,42.8,32400,38040,63.4,0.3,100,740,7.9544
"N9A",26105,41.2,38.8,23000,28040,61.2,0.3,405,3105,6.0556
"N9B",19615,36.1,30.2,23200,29560,66.8,0.3,755,3520,7.2011
"N9C",12540,37.4,32.8,25400,29520,65.2,0.3,250,1720,8.7536
"N9E",21465,41.7,42.4,36800,45880,68,0.3,235,1175,15.1767
"N9G",20710,40.6,40.8,35200,44720,72.6,0.3,320,1310,9.9407
"N9H",13175,44.1,46,41600,52350,70.4,0.3,85,455,24.3842
"N9J",20090,41.2,43.6,43600,53150,76,0.3,40,340,49.31
"N9K",2755,40,42.8,41600,51800,79.6,0.3,0,20,8.5232
"N9V",21690,43.5,45.6,40000,47560,67.6,0.3,25,155,137.9016
"N9Y",15835,45.1,47.2,38000,43440,65,0.3,0,280,76.6327
"P0A",17820,50.3,56.8,31200,36720,55.8,0.3,35,75,4150.6682
"P0B",9590,47.7,53.2,37600,46080,61.8,0.3,50,50,869.5903
"P0C",4825,49.9,56.8,36000,50080,51.6,0.4,0,50,873.0947
"P0E",3610,48.7,54.4,35200,40480,64.8,0.3,0,10,367.6774
"P0G",3555,51,58,34000,42920,54.2,0.3,25,20,788.8151
"P0H",31905,46.4,50.8,34800,40640,65.4,0.3,45,55,18206.2677
"P0J",20180,44.9,47.6,33200,39360,67.4,0.3,50,50,8531.4233
"P0K",11455,45.3,49.2,35600,41920,67.6,0.3,10,20,14618.404
"P0L",22855,41.2,42,34800,39640,70.4,0.3,25,210,126824.8916
"P0M",49725,44.3,46.8,39200,43520,70.6,0.3,25,270,63926.0532
"P0N",9435,40.3,40,39600,44160,74.8,0.3,0,40,1654.6428
"P0P",20285,46,50.8,30200,35520,59.8,0.3,35,75,4663.9828
"P0R",12975,48.4,54.8,32000,37520,57.2,0.3,10,50,9014.5396
"P0S",10170,45.2,50,37600,41920,68.2,0.3,15,40,13260.6608
"P0T",32000,43,45.6,35200,40680,66.8,0.3,30,260,94591.9474
"P0V",22940,33.7,30.8,30200,35880,69.6,0.4,30,160,374847.0227
"P0W",6455,41.3,42.8,34400,39440,69,0.3,10,20,14646.5332
"P0X",8410,42.3,43.6,35600,40160,64.8,0.4,0,50,18785.2943
"P0Y",95,65.5,66.5,,,,,0,0,78.8305
"P1A",16960,43.9,44.8,34800,39600,62.6,0.3,10,130,18.5185
"P1B",33115,44.1,44.4,32000,38200,65.2,0.3,160,565,547.3026
"P1C",3370,40.9,42.8,53200,61000,71.2,0.3,0,50,5.9895
"P1H",18100,47.4,51.2,34000,42560,61.4,0.3,40,200,815.5869
"P1L",17985,47.5,51.2,36000,42560,65,0.3,30,160,680.4089
"P1P",11085,49.5,54,32400,39760,56.4,0.3,0,65,379.3228
"P2A",14695,49.1,54,34400,41440,59.8,0.3,35,160,903.3394
"P2B",9755,47,50.4,32400,38120,59.6,0.3,10,35,65.588
"P2N",6940,44.4,45.2,32400,39720,69.6,0.3,10,125,21.9581
"P3A",24325,44.6,45.2,38000,42200,65.6,0.3,115,805,46.7649
"P3B",16435,41.2,40.4,34000,39440,68.8,0.3,85,955,21.2363
"P3C",17600,40.7,38,28400,32880,67.4,0.3,190,1340,10.8105
"P3E",29130,45.1,46,41200,50200,64.6,0.3,140,1015,1096.0516
"P3G",4165,43.6,46.4,48400,59150,69.6,0.3,0,35,266.1714
"P3L",7995,40.5,41.2,42800,46400,75.4,0.2,0,55,128.8018
"P3N",7980,42.5,43.2,42400,46480,74.8,0.2,0,40,115.8818
"P3P",15410,40.9,42,43200,47080,76.6,0.2,0,45,492.1684
"P3Y",7760,43,44,46000,50440,72.8,0.2,0,0,113.4003
"P4N",24095,42.7,42.8,35200,41760,72,0.3,60,655,292.012
"P4P",3230,39.5,41.2,43200,48440,74.6,0.3,0,15,80.4413
"P4R",4795,41.8,43.6,44000,49640,77,0.3,0,10,928.2296
"P5A",11370,53.4,60.4,26800,32680,46.8,0.3,10,10,696.0556
"P5E",5430,46.2,49.2,36800,41120,62.8,0.3,0,35,81.003
"P5N",8260,45.4,48.4,35200,40120,64.6,0.3,20,75,83.9821
"P6A",33800,45.1,47.2,36400,42440,63.3,0.3,130,590,537.2735
"P6B",22755,46.4,48,34000,39560,62.3,0.3,240,755,20.7203
"P6C",18765,44.5,46.4,34000,37920,66.2,0.2,10,90,32.2818
"P7A",28585,45.5,47.2,37600,42200,65.8,0.3,80,415,4089.2115
"P7B",22675,42.8,40.8,33600,40080,65,0.3,225,1375,13.7363
"P7C",21695,43.1,42.4,34800,38640,65.2,0.3,140,805,40.6583
"P7E",20895,44.1,44.4,35600,38520,65.6,0.3,100,510,12.9523
"P7G",13240,42.5,44.8,45200,50360,69.8,0.2,15,125,4037.979
"P7J",4860,42,44.8,43600,47520,69.2,0.3,0,10,173.3003
"P7K",6800,45.2,49.2,45200,50840,67.6,0.3,20,30,108.4952
"P7L",2190,44.8,48.8,42000,42680,69.8,0.2,0,0,873.7825
"P8N",9620,45.2,48,38800,42840,67.6,0.3,15,120,563.9007
