"geo_name","cluster","LANDAREA","Total population","Median age","Average age","Median after-tax income","Average after-tax income","Employment income (%)","Gini index","External migrants 1 year ago","External migrants 5 years ago"
"T0M",5,21253.3146,66365,43.2,42,37200,44640,71.8,0.3,170,830
"T0P",15,37713.1385,3085,33.2,34.5,35600,51200,83.2,0.4,0,0
"T1A",5,1585.0244,24985,45.2,44.8,32800,39520,66,0.3,125,545
"T1B",5,3971.4223,33000,41.6,41.6,39200,47560,69.4,0.3,120,760
"T1C",2,9.3869,9405,39.6,39.6,41200,49400,72,0.3,20,100
"T1G",5,947.9745,11030,35.6,37.4,36400,41280,70.4,0.3,70,255
"T1H",19,38.5865,27810,39.6,40.6,35600,38960,74,0.2,95,980
"T1J",19,340.0114,26220,35.6,38.6,37200,44200,75,0.3,145,860
"T1K",5,273.6045,47255,39.2,40.8,37600,46600,66.4,0.3,245,1215
"T1L",12,4.0833,7360,37.2,40.1,36400,42600,78.2,0.3,220,655
"T1M",5,575.7247,10055,36.8,38.2,38800,44480,72.6,0.3,0,225
"T1P",5,990.569,17035,40.8,40.4,38800,46400,73.8,0.3,60,220
"T1R",3,207.1508,17160,36.8,36.5,40400,43920,75.2,0.3,190,1435
"T1S",2,1048.7343,43515,42,40.1,44800,64500,71,0.3,115,575
"T1V",5,193.9186,15700,45.2,44.1,37200,43800,66,0.3,75,490
"T1W",6,3083.7367,17065,42.8,42.7,44000,58750,65,0.3,155,865
"T1X",2,406.6008,25295,38.8,38.2,42800,52650,77.8,0.3,80,410
"T1Y",19,15.6642,52860,38.4,39.1,30600,35000,72.4,0.2,480,3180
"T1Z",0,246.894,2710,43.6,42.2,34800,58800,55.4,0.3,0,60
"T2A",19,19.5393,57765,39.2,39.2,30600,33840,74,0.2,530,3730
"T2B",19,19.6958,22530,41.6,41.1,32800,35720,73.8,0.2,165,795
"T2C",2,58.1072,19865,43.2,42.6,40000,47480,74.6,0.3,95,415
"T2E",17,50.9646,36340,38.4,40.8,39600,50040,81.6,0.3,345,1635
"T2G",1,14.432,16590,36.4,41,38400,53050,80.4,0.4,240,1040
"T2H",19,12.8822,9225,40.8,42.3,34800,41040,77,0.3,80,560
"T2J",2,25.6212,41905,45.2,43.9,43200,57850,69.6,0.3,155,1010
"T2K",19,13.6334,34675,40.4,41.1,36000,43600,72.8,0.3,275,1745
"T2L",6,6.9779,14350,38,40.5,38000,55050,68.2,0.3,315,1410
"T2M",17,6.0973,20475,36.8,37.9,40800,59200,78.8,0.4,255,1225
"T2N",17,9.8807,25810,37.6,39.7,45600,72700,77,0.4,490,1760
"T2P",1,84.6542,14345,35.2,40,34800,53450,75.2,0.4,630,2620
"T2R",1,1.105,17740,33.2,37.2,40800,50680,84.4,0.4,450,2080
"T2S",17,5.677,14780,38.4,41.5,47200,92800,69,0.5,70,715
"T2T",17,7.6413,30795,36.4,38.2,47600,83500,79.4,0.5,390,1605
"T2V",6,19.389,32630,44,44.3,40400,60300,65.6,0.4,245,1290
"T2W",2,17.4758,39830,42.4,42.1,40400,49000,71.2,0.3,150,1180
"T2X",3,38.5248,54685,37.2,37.1,44000,53150,81.6,0.3,370,2040
"T2Y",0,83.9132,60200,40.4,39.3,39200,47000,78.8,0.3,695,3470
"T2Z",3,23.2445,69025,36.8,36.3,46000,53600,81.6,0.3,350,2170
"T3A",0,20.983,51235,43.6,42.5,39200,53350,69.4,0.3,705,3205
"T3B",6,28.2063,38130,42.8,42.9,41600,55950,72.4,0.3,205,1105
"T3C",17,10.1125,24145,36.4,38.8,37600,52550,78.6,0.4,365,2205
"T3E",17,17.2151,42335,38.8,40.1,41600,57200,77.6,0.4,375,1715
"T3G",0,25.2334,57195,41.6,40.5,40400,51250,78,0.3,545,2635
"T3H",2,36.9499,72005,41.6,39.6,48400,70800,75.4,0.4,895,3600
"T3J",3,27.5819,78835,33.6,34.5,29800,33080,78.4,0.2,1340,8240
"T3K",0,38.0947,79145,39.2,38.5,37600,44160,79.8,0.3,490,3595
"T3L",2,58.1662,30025,41.2,39.1,50000,63950,76,0.3,210,920
"T3M",3,33.8043,56700,35.2,33.6,50400,60050,83.2,0.3,470,2260
"T3N",3,26.193,33540,32,31.5,35200,37280,85,0.2,570,3960
"T3P",3,82.6956,27665,33.6,32.5,45600,50200,87,0.2,185,1895
"T3R",3,123.0519,34955,35.2,34.7,44000,54900,79.8,0.3,545,2495
"T3S",0,37.7364,285,48,45,36400,41200,79,0.3,0,0
"T3Z",13,522.703,10600,46.8,42.4,58800,123600,60.8,0.5,120,240
"T4A",2,486.543,19940,37.2,36.9,44400,51750,79.8,0.3,75,400
"T4B",2,276.9734,58050,35.2,34.5,44400,50800,82.8,0.3,275,1385
"T4C",2,711.5273,37325,40,40,46000,56150,75.2,0.3,205,705
"T4E",0,668.0017,5230,47.2,43.9,41600,63950,54.9,0.4,0,60
"T4G",5,1102.4708,13370,45.2,44,37600,44440,69,0.3,0,125
"T4H",5,1063.6785,11830,43.6,43.2,36400,45240,67.8,0.3,20,175
"T4J",5,1049.2351,11390,40.4,40.8,38000,44360,72,0.3,45,175
"T4L",5,727.1644,17145,40.4,40.8,38800,45480,70.2,0.3,75,380
"T4M",3,13.7328,7755,31.2,30.5,46800,52000,85,0.2,30,100
"T4N",11,27.8971,30580,40.4,41.7,32800,42240,66.8,0.3,75,1070
"T4P",19,41.1969,33760,37.2,38,38000,45600,75.2,0.3,125,950
"T4R",2,19.9401,37020,38.8,38.9,44000,51900,75.6,0.3,115,640
"T4S",2,206.2185,20585,36.8,37.3,42000,50720,76,0.3,50,200
"T4T",5,7240.1975,13295,39.6,39.7,36000,44600,72.2,0.3,10,65
"T4V",5,158.1196,20160,43.6,43.7,37200,43840,68.6,0.3,90,505
"T4X",2,609.7143,26450,36.4,35.6,48800,56000,79.2,0.3,50,355
"T5A",19,12.8386,34425,38,39,36000,40120,72.8,0.3,270,1660
"T5B",19,7.2718,15375,41.2,41.6,30400,36800,73.8,0.3,80,600
"T5C",19,5.8071,15940,39.6,40.7,32800,37880,70.6,0.3,80,730
"T5E",19,12.7377,33605,38.4,39.8,34000,40160,72.6,0.3,155,1650
"T5G",19,9.0579,12870,38.8,40.1,30200,36320,75.4,0.3,45,695
"T5H",12,6.7949,25365,37.6,40.3,27800,35560,72.4,0.3,315,2640
"T5J",1,1.3738,6290,31.8,36.1,40000,46640,85.6,0.4,150,670
"T5K",1,3.1171,22440,38,44.2,39600,49360,73,0.4,235,1625
"T5L",19,10.5263,16755,40,40.7,36400,40080,75.4,0.3,145,540
"T5M",19,12.2906,15465,39.6,40.6,36000,45160,77,0.3,90,1165
"T5N",17,7.038,14710,39.2,41.3,44800,66400,70.8,0.4,95,430
"T5P",19,7.0766,20475,41.6,42.1,32000,36760,73.8,0.3,230,1185
"T5R",6,11.6742,24640,41.6,42.3,41200,54000,70.6,0.3,210,1155
"T5S",3,31.3827,7730,36,36.5,49200,54700,85.8,0.3,0,60
"T5T",19,31.6294,77840,37.6,38,40000,46280,78.4,0.3,615,3780
"T5V",,18.3432,145,49.6,46.8,,,,,0,0
"T5W",19,10.4745,20050,40,40.4,35600,41200,72.2,0.3,35,465
"T5X",19,14.8155,42645,37.2,38.1,37200,42040,73.2,0.3,245,1610
"T5Y",3,111.5691,54440,34.4,34.9,40000,43800,81.6,0.2,485,2615
"T5Z",19,12.0329,34200,37.2,38.4,40000,44840,79.8,0.2,165,840
"T6A",6,8.8061,14480,42.8,43.4,44000,51600,74.6,0.3,45,370
"T6B",6,18.7434,9290,42,43.4,42400,49160,75.8,0.3,80,160
"T6C",17,8.5519,20245,40.4,42.3,41600,50240,76.2,0.3,95,585
"T6E",12,19.6046,22890,34.8,39.1,36800,46160,76.4,0.3,365,1865
"T6G",10,6.2708,11500,31,37.6,32400,53800,68,0.4,305,1500
"T6H",6,17.8507,27880,37.6,40.1,38800,49720,73,0.4,280,1935
"T6J",6,22.2411,45385,40.8,42,39200,50320,68.4,0.3,390,2505
"T6K",19,10.1814,28045,38.4,39.2,35200,39960,72,0.3,285,1510
"T6L",19,16.6828,49215,38.8,39.9,35600,40400,75.4,0.3,360,3010
"T6M",3,39.0149,33885,37.2,37.2,47600,56600,79.2,0.3,155,870
"T6N",,2.7844,,,,,,,,,
"T6P",16,11.491,1805,52.8,49.2,33600,36880,73.2,0.3,0,20
"T6R",0,20.4901,45150,41.2,40.3,48000,61250,74.2,0.3,385,1820
"T6S",,18.1062,,,,,,,,,
"T6T",3,15.5099,48820,32.8,33.6,35600,40560,83.4,0.2,670,4685
"T6V",3,15.5211,23105,35.6,35.8,41200,45880,80,0.2,85,695
"T6W",3,47.2631,83495,33.6,33.5,45600,52750,83,0.3,920,5815
"T6X",3,65.4876,50395,32.8,31.9,43600,48000,87.6,0.2,485,3375
"T6Y",,63.1538,230,48.4,45.8,,,,,0,0
"T7A",2,2176.0102,11410,38.8,39.3,40400,47720,75.8,0.3,15,110
"T7E",2,8054.354,13720,39.6,39.5,42400,49920,80,0.3,35,155
"T7N",5,1031.5882,7175,45.6,44.4,36000,41200,66.6,0.3,0,50
"T7P",5,772.2806,7185,46,44.9,32000,38480,64.4,0.3,25,120
"T7S",2,2419.8105,11870,36,36.4,42800,50760,81.6,0.3,0,315
"T7V",2,4515.9337,10315,38.4,38.9,43600,50280,80.8,0.3,70,315
"T7X",2,327.1939,47505,36.8,37.3,44000,51120,78,0.3,100,600
"T7Y",2,836.2651,17055,44,41.5,45600,56400,73,0.3,35,115
"T7Z",5,37.7236,18925,41.2,41.6,40400,47520,73,0.3,10,160
"T8A",2,40.4982,42145,43.6,42.3,48000,55850,74.2,0.3,95,430
"T8B",13,104.1479,7075,47.2,43.4,50800,77600,68.4,0.4,65,145
"T8C",2,125.265,4410,46.4,42.6,48000,65400,73.6,0.3,0,10
"T8E",2,237.3922,8245,43.6,41.2,48000,58850,78.2,0.3,0,35
"T8G",2,245.1564,4785,43.2,41.2,47200,53650,78.6,0.3,0,30
"T8H",2,39.0293,31060,39.2,39.2,49600,57000,79.8,0.2,65,400
"T8L",2,460.9995,29255,36.4,37.7,46400,54100,79,0.3,85,500
"T8N",2,47.836,68210,42.4,41.8,48000,56950,73.2,0.3,135,945
"T8R",2,709.3947,15960,37.6,37.9,44800,51300,77.6,0.2,40,55
"T8S",2,25.3423,7930,35.6,36.9,42000,50720,78.8,0.3,55,230
"T8T",2,379.0062,7285,44,41.6,50000,65200,70,0.3,0,40
"T8V",19,55.5709,31635,35.6,37.5,40000,45880,80.2,0.3,205,1355
"T8W",3,331.7517,21555,34,34,51600,59350,81,0.3,50,415
"T8X",3,307.7419,24185,34,34.1,50000,55900,83.6,0.2,35,430
"T9A",5,978.5581,15095,42.8,42.6,34800,40520,70.6,0.3,20,280
"T9C",5,580.0067,6655,46,44.5,36400,41520,65.2,0.3,0,75
"T9E",2,42.2531,34385,37.2,37.6,43200,50600,80.2,0.3,45,575
"T9G",5,14.2554,6970,40.4,40.3,41200,46840,75.4,0.3,20,70
"T9H",3,23261.4407,26075,36,35.5,55600,67100,91.6,0.3,150,1280
"T9J",3,4.8368,3775,32.8,32.3,62400,69800,94.6,0.2,25,100
"T9K",3,39.1148,40905,33.6,32.1,70000,79800,93.4,0.3,265,1405
"T9M",3,481.332,18240,32.8,34.5,45600,52000,81.2,0.3,20,290
"T9N",2,284.9683,9440,38,38.8,41200,49240,76.2,0.3,0,180
"T9S",5,2102.1672,6360,46.4,44.1,39200,48960,70.2,0.3,10,100
"T9V",2,186.7288,20750,37.6,38.1,43200,51750,77.2,0.3,35,440
"T9W",2,744.8081,8090,38.8,39.9,41200,46520,75.6,0.3,30,185
"T9X",5,761.6226,5400,41.6,42.4,40400,44400,69.4,0.3,10,90
"V0A",5,20695.6446,16075,44.4,44.1,37200,42880,71.6,0.3,135,440
"V0B",5,19671.1627,36125,47.2,45.2,34000,44080,69.8,0.3,130,595
"V0C",2,322135.9905,26465,38,38.1,40800,49120,80.2,0.3,60,280
"V0E",4,48020.3801,72015,50.8,46.6,31600,38520,63.2,0.3,260,1150
"V0G",4,15579.8163,26940,49.2,46.1,31800,39640,67,0.3,110,310
"V0H",4,9878.8119,58480,57.6,51.5,31600,38720,55.5,0.3,200,1045
"V0J",5,175022.1807,51915,42.4,41.4,34000,40080,72.8,0.3,170,785
"V0K",4,35795.9575,33615,55.2,49.3,29000,36040,59.7,0.3,175,320
"V0L",5,46797.8242,4850,50.8,46,23600,31640,60.3,0.3,25,100
"V0M",4,3928.8119,12420,49.2,45.7,31400,37480,65.2,0.3,40,155
"V0N",4,21444.9524,71420,50,46.9,34400,43440,63.9,0.3,455,1750
"V0P",4,27859.0939,7335,55.6,49.4,27000,36720,53.9,0.3,35,85
"V0R",4,8323.4862,72310,51.2,47.3,33200,40680,61.6,0.3,315,1175
"V0S",,1268.6703,365,43.6,43.9,26800,,,0.3,0,0
"V0T",5,52875.6665,9030,43.2,42.2,29400,34800,70.6,0.3,35,110
"V0V",5,6782.6881,1895,40.4,39.9,22800,29680,70,0.3,0,10
"V0W",4,1157.8802,505,59.6,53,32400,38600,60.8,0.3,0,10
"V0X",4,10636.4799,22685,53.6,48.4,28800,36200,62.1,0.3,80,295
"V1A",5,2165.4528,9025,45.6,44.7,36800,43120,69.4,0.3,15,195
"V1B",5,388.4829,23425,48,45.1,38800,47480,64.6,0.3,140,425
"V1C",5,2488.4372,26195,45.6,44.4,35600,43520,68.6,0.3,60,495
"V1E",4,456.3422,21395,51.2,47.6,33200,40400,58.9,0.3,100,285
"V1G",19,9955.2594,15115,36.4,38.4,39600,46720,79,0.3,120,680
"V1H",4,1040.4599,14995,58.8,52.2,35200,44600,54.9,0.3,80,180
"V1J",3,181.1558,24490,33.2,34.9,44400,51700,84.4,0.3,150,995
"V1K",5,6215.8532,9350,49.2,46,30200,37040,64.8,0.3,20,125
"V1L",5,921.2158,17640,44.8,44.4,33200,39760,62.9,0.3,200,855
"V1M",2,66.4863,31420,44,42.5,42000,50920,71.4,0.3,240,1065
"V1N",5,1820.4991,13355,46.8,45.1,35600,43080,70.4,0.3,65,335
"V1P",2,1082.6425,9655,42,41.4,38800,46080,68.2,0.3,40,220
"V1R",11,811.3129,10295,48.8,46.5,34800,40480,65.4,0.3,30,275
"V1S",2,273.5477,13260,40,41,43200,50920,74.6,0.3,70,380
"V1T",4,25.6932,30440,46.8,46.3,31200,36040,65.2,0.3,140,785
"V1V",6,60.1088,26730,40.8,41.9,38800,47640,67.4,0.3,405,1250
"V1W",0,76.28,38375,48,45.9,38800,52100,58.8,0.3,305,1380
"V1X",11,219.4354,35150,40.4,42.2,31400,35120,72,0.2,210,1665
"V1Y",12,18.4637,39050,40.8,44,32800,40840,68.4,0.3,320,2075
"V1Z",5,818.1401,16550,46.4,44,37200,48800,62.4,0.3,45,225
"V2A",4,256.8873,40490,52.8,49.2,32400,39960,61.4,0.3,90,765
"V2B",5,95.0929,41640,43.2,43.6,34000,39480,70.6,0.3,95,640
"V2C",19,570.6303,27035,42.4,43.6,36000,43360,69.4,0.3,235,1555
"V2E",2,38.5608,15965,38,39.2,41200,48400,74.8,0.3,130,585
"V2G",2,2605.5602,18200,42.8,42.3,35200,41400,73.4,0.3,65,300
"V2H",5,219.5452,7060,52,47.1,41600,49320,65.6,0.3,25,55
"V2J",5,21541.319,22680,46.8,44.3,32400,39920,70.2,0.3,35,210
"V2K",2,1553.2652,21555,41.2,40.5,42800,49080,78.4,0.3,20,95
"V2L",11,7.6496,10100,41.6,42.9,29800,35120,68.2,0.3,10,195
"V2M",19,47.676,23760,36.8,39.6,36000,41400,74.6,0.3,155,1255
"V2N",2,3604.2069,33870,39.6,39.9,41200,47640,76,0.3,105,795
"V2P",11,90.4795,39075,41.2,42.1,30400,36040,70,0.3,140,730
"V2R",5,241.2295,55505,42.8,42.5,36000,42000,69,0.3,200,980
"V2S",11,35.1456,52495,40.4,41.8,33200,39240,72.6,0.3,375,2225
"V2T",6,37.7816,60080,38.4,40.5,27800,34080,69.8,0.2,680,4850
"V2V",2,2088.4363,36155,40.4,40.2,34400,39640,75.6,0.3,100,565
"V2W",2,73.3688,23675,38.8,37.8,41200,47880,80.2,0.2,120,610
"V2X",2,22.2164,50280,43.2,42.8,36800,41640,76.2,0.2,290,1375
"V2Y",2,41.5899,46970,36.8,36.8,40000,45720,81.6,0.3,505,2860
"V2Z",5,92.4853,16210,50.4,46.1,37200,49360,63.2,0.3,50,225
"V3A",6,24.774,46295,42.4,43,37200,43120,73.6,0.3,210,1455
"V3B",6,20.3421,61395,41.6,41.5,34400,40600,78.2,0.3,880,4860
"V3C",2,22.4531,39450,42.8,42.2,38800,44560,77.8,0.3,295,1525
"V3E",2,81.1342,42030,41.6,39.8,34400,44160,78.2,0.3,695,3095
"V3G",2,196.9056,26940,39.2,38.9,39600,47480,74.8,0.3,150,770
"V3H",2,59.6587,37340,42.4,40.9,44400,54200,76.8,0.3,330,1465
"V3J",6,14.1606,44555,40.4,41.3,34800,42400,75.6,0.3,745,3560
"V3K",6,15.1872,31180,42,42.4,34800,40880,77.2,0.3,280,1790
"V3L",6,6.8129,30990,40.8,42.4,40400,46760,79.4,0.3,465,2425
"V3M",6,8.8073,47925,40,41.6,36800,41680,80.6,0.3,640,4345
"V3N",6,11.3859,41405,40.4,41.4,33200,39160,80.2,0.3,680,3810
"V3R",6,19.416,61435,39.6,40.1,29800,34040,78.2,0.3,870,5010
"V3S",6,52.2236,105000,38,38.6,34400,39960,79.2,0.2,1175,7810
"V3T",12,8.146,45515,35.2,38.5,29000,32480,82.2,0.3,1120,7115
"V3V",6,18.3082,50870,34.8,37.8,26400,31240,78.4,0.2,1030,8175
"V3W",6,23.8831,95970,35.6,38,27200,31520,78,0.2,1765,13840
"V3X",6,13.1604,33055,37.2,38.5,31800,37840,77.6,0.3,530,3155
"V3Y",2,86.7655,19415,43.2,42.1,40000,45840,77.2,0.3,105,395
"V3Z",2,91.6942,38835,39.6,39.5,40000,52750,69.6,0.3,695,2755
"V4A",0,17.9892,38035,51.6,48.1,36800,48760,60.8,0.3,340,1710
"V4B",0,5.1745,21830,58,53.3,37600,50080,57.6,0.3,250,860
"V4C",6,13.2968,48435,38.8,39.7,31800,37200,77.6,0.2,585,4465
"V4E",0,7.062,12280,44,42.2,38400,46600,73.2,0.3,125,650
"V4G",,10.8898,75,43.2,42,,,,,0,0
"V4K",0,135.2378,25195,47.2,45.1,40400,47480,71.2,0.3,160,635
"V4L",0,6.5825,7875,54.8,50.2,44000,56800,59.7,0.3,20,75
"V4M",0,13.6993,16805,49.6,45.9,41600,54300,65.8,0.3,165,705
"V4N",6,68.1612,86010,38.8,39,35200,41840,79,0.3,885,4920
"V4P",2,10.6623,13950,48.4,46,37200,52250,58.7,0.4,290,770
"V4R",2,172.618,17040,40,38.9,41600,49280,76.4,0.3,55,370
"V4S",2,169.696,7920,42,40.7,35600,42360,75,0.3,30,95
"V4T",4,67.2407,31700,48,45.9,35600,42400,64.2,0.3,80,480
"V4V",5,124.1732,17725,45.6,43.9,36800,48640,65,0.3,110,325
"V4W",2,94.4271,21245,40.8,40.7,36000,43960,70.2,0.3,45,455
"V4X",2,130.7937,14365,38.8,39.4,33600,43360,69,0.3,145,525
"V4Z",2,682.0563,5775,40,39.4,37200,43280,70.8,0.3,15,120
"V5A",6,21.5915,25405,40,41,34800,44400,72.4,0.3,530,2330
"V5B",6,8.5705,22575,42,42.3,33200,42840,73.4,0.3,285,1770
"V5C",6,7.3639,37685,38,41.3,37200,44760,79.4,0.3,810,3450
"V5E",6,7.4223,26840,41.6,42.8,30600,39120,73.6,0.3,620,2665
"V5G",6,11.7392,20135,44.8,44.3,33200,39840,72.4,0.3,300,1305
"V5H",12,6.9021,41950,38.4,42,28200,34960,75.4,0.3,1685,6895
"V5J",6,13.7384,23190,40.8,42,31000,38200,75.2,0.3,570,2130
"V5K",6,5.8956,23430,42,42.6,32800,41520,78.2,0.3,215,1220
"V5L",12,3.4843,19475,38.8,40.8,36000,43720,81,0.3,150,895
"V5M",6,4.9012,23410,42.8,44.1,27800,35360,74,0.3,300,1675
"V5N",6,4.9259,35845,38.4,40.9,32400,41400,80.6,0.3,580,2780
"V5P",6,5.1674,31625,44,44.2,27800,35040,74.2,0.3,535,2355
"V5R",6,5.8547,48150,39.2,41.7,29400,34600,80,0.3,900,4820
"V5S",6,7.0962,32940,42.4,43,33600,39800,76.2,0.3,390,2065
"V5T",12,3.0897,26340,36.4,39.2,41200,48840,86.6,0.3,350,1830
"V5V",6,3.7289,24285,39.2,40.2,38000,47840,79,0.3,325,1480
"V5W",6,3.2086,20825,40.8,41.8,32000,39880,78.2,0.3,335,1725
"V5X",6,6.4234,31095,38,40.8,28200,34240,76,0.3,875,4090
"V5Y",1,4.1847,19035,37.6,40.4,44800,58400,74.8,0.4,345,1775
"V5Z",1,3.7848,24955,40.4,43.2,42000,55700,71.6,0.4,600,2315
"V6A",1,3.2696,21065,42,44.3,28400,41240,75.4,0.4,225,1280
"V6B",1,1.9812,32375,36,39.4,41200,52100,83.6,0.4,1440,5435
"V6C",13,0.3778,2845,40,43.1,41600,87200,44.5,0.6,70,235
"V6E",1,1.2187,27480,37.6,42,36800,48240,73,0.4,1055,4980
"V6G",1,5.0571,28015,41.6,45,38000,49040,74.6,0.4,980,4395
"V6H",1,2.7252,17740,39.6,43.4,44000,54800,73.8,0.4,375,1455
"V6J",1,4.3035,23045,40,43.2,44800,63850,68.2,0.4,440,2225
"V6K",1,3.1573,27145,38.8,41.9,42800,57300,72.6,0.4,715,3340
"V6L",13,3.4062,10565,46.4,44.5,35600,59050,60.6,0.4,350,940
"V6M",13,4.4421,16420,46.8,45.4,36400,65600,57.4,0.5,390,1555
"V6N",13,7.3941,14260,44.8,42.8,37200,64100,57.6,0.5,405,870
"V6P",6,8.8707,33080,42.4,42.9,31200,46280,67,0.4,1140,3665
"V6R",13,4.7671,19170,42,42.5,38800,65200,61.3,0.5,660,2310
"V6S",10,4.018,15710,36.4,38.1,32400,50240,68.4,0.5,990,3050
"V6T",10,7.2837,12045,31.6,37.6,29200,51600,58.3,0.5,655,2195
"V6V",2,23.8155,11095,42.8,41.7,32000,38160,80.4,0.3,75,400
"V6W",6,23.1463,2435,40.4,43.3,35600,40760,76,0.3,45,135
"V6X",12,13.3262,41320,38,41.4,27000,33360,78.2,0.3,1240,4230
"V6Y",6,9.9996,49220,44.8,44.5,26400,33600,73.6,0.3,1305,4495
"V6Z",1,1.0279,20685,38.8,42.2,41200,57700,70.8,0.4,805,3305
"V7A",6,9.9199,26535,44,43.2,29200,37280,70.8,0.3,560,1900
"V7B",2,17.9452,820,43.2,41,40400,52600,82,0.3,0,25
"V7C",6,10.6744,40705,44.4,43.5,28000,36920,68.8,0.3,945,3115
"V7E",0,20.0456,37805,47.2,44.4,35200,46120,69.8,0.3,715,2030
"V7G",13,43.5829,11850,47.2,43.8,47600,64600,72.4,0.3,105,475
"V7H",2,35.3593,12430,44.8,43.5,45600,56000,74.4,0.3,85,475
"V7J",2,28.8174,17865,42,41.9,42000,53500,72.6,0.3,205,1085
"V7K",13,7.7674,12585,43.2,40.7,46000,60100,78.4,0.3,185,630
"V7L",6,7.2661,29250,41.6,42.4,40000,50240,78.2,0.3,450,2580
"V7M",6,3.9548,23085,42.4,43.7,38800,45120,75.8,0.3,340,2200
"V7N",13,18.9085,15150,46,43.7,40000,57200,70.4,0.3,280,905
"V7P",6,5.7231,13710,42.8,42.5,32800,44960,72,0.3,265,1370
"V7R",13,24.65,15585,45.6,42.7,44000,71700,70,0.4,265,1195
"V7S",13,67.9945,11140,47.2,44.2,35200,73600,46,0.5,310,975
"V7T",0,3.9999,9890,52.4,50,34000,55150,56,0.4,220,895
"V7V",0,6.7319,15240,52.8,49.7,40400,94300,44.8,0.5,285,1380
"V7W",13,810.013,8695,50.4,46.1,48400,97700,57.2,0.5,150,560
"V7Z",,9.4222,205,61.2,53.4,,,,,0,0
"V8A",4,807.9347,19135,54,49,31400,37000,59,0.3,50,240
"V8B",3,3134.9647,17675,37.2,37.9,42400,49520,79,0.3,200,1010
"V8C",2,239.2799,8235,42.4,41.7,43600,51350,76.2,0.3,35,100
"V8E",12,239.9955,13790,36,38.1,37200,48280,73,0.3,325,1870
"V8G",2,9721.8369,19605,39.6,40.1,37600,43960,76.6,0.3,105,495
"V8J",2,3027.6415,12345,39.6,40.4,37600,46920,79.8,0.3,125,425
"V8K",4,182.9422,11635,56.4,51.2,32400,45040,54.8,0.3,80,300
"V8L",0,45.3718,25110,59.2,53.2,41200,49480,53.8,0.3,85,505
"V8M",4,44.7221,16685,51.6,47.8,40400,47840,61.5,0.3,70,285
"V8N",6,15.0089,26050,44,44.1,35600,48440,59.2,0.3,360,1680
"V8P",6,8.9531,18420,44.4,44.9,36800,44800,65.4,0.3,255,930
"V8R",6,8.0457,24075,43.6,44.2,38400,48320,66.2,0.3,310,1215
"V8S",0,7.0641,17295,52.4,49,43600,59300,53.9,0.3,145,660
"V8T",12,5.2509,21345,38.4,42.1,32000,36720,76.6,0.3,260,1390
"V8V",12,4.6697,28430,47.6,48.7,36000,42240,63.6,0.3,315,1620
"V8W",1,1.1075,6455,40.4,44.8,34800,43400,72.2,0.3,155,530
"V8X",6,12.942,24225,42.4,43.4,38000,43800,68.8,0.3,230,1205
"V8Y",0,10.7091,10135,54.8,49.7,46400,58150,55.6,0.3,145,355
"V8Z",6,18.5651,32135,43.2,43.2,38800,43040,71.4,0.2,220,1060
"V9A",6,13.06,39760,44.4,44.8,37200,42720,71.4,0.3,255,1435
"V9B",6,70.8489,53955,40.4,40.9,39600,43480,75.6,0.3,485,2225
"V9C",6,100.9778,27885,40.8,40.6,42800,47080,72.6,0.2,230,670
"V9E",5,178.5848,5340,51.2,47.2,42800,55200,58.6,0.3,65,90
"V9G",4,124.2019,15885,53.2,48.5,34400,40840,60.3,0.3,50,160
"V9H",5,2880.7689,10135,49.2,45.5,37600,44680,65.4,0.3,20,145
"V9J",4,187.5907,9385,52.4,47.3,35200,43760,64.8,0.3,35,65
"V9K",4,395.3983,16685,62,55.7,34000,41520,47.7,0.3,60,120
"V9L",11,626.5461,36520,48,45.5,32800,39320,63.5,0.3,150,760
"V9M",4,29.0435,18470,54,49.3,36800,43000,56.8,0.3,105,375
"V9N",4,831.4049,32955,48.8,46.7,33600,39360,61.1,0.3,140,755
"V9P",4,118.8923,27705,61.6,54.6,34400,41800,48.5,0.3,75,425
"V9R",11,62.8495,31995,41.2,42.6,30800,36680,69.2,0.3,185,1265
"V9S",4,13.4742,17975,46,46,32000,38000,66.4,0.3,135,565
"V9T",4,27.2258,36955,46.4,45.5,36000,42120,65.6,0.3,195,920
"V9V",0,6.1822,11300,52.4,48.3,37200,44560,58.6,0.3,135,450
"V9W",4,89.2306,30785,48,45.9,33600,40080,64,0.3,95,495
"V9X",5,1383.6257,11345,45.2,43.1,36800,43240,70.6,0.3,10,105
"V9Y",4,1725.9167,26445,50,46.7,31200,36920,60.4,0.3,65,245
"V9Z",5,149.4105,20135,46.4,44.2,36400,41120,68.2,0.3,60,265
"X0A",15,970387.7204,19355,26.8,28.7,38400,51080,84.4,0.3,15,155
"X0B",15,452361.383,6475,25.8,28.7,28400,41640,77.6,0.3,10,0
"X0C",15,414244.6732,11030,23.6,27.2,31200,44320,79.8,0.3,10,25
"X0E",3,920802.8987,19800,35.6,37,38400,49040,79.4,0.3,25,185
"X0G",5,67.6132,470,35.6,37.1,25400,33600,71,0.3,0,0
"X1A",3,206841.4058,20805,35.6,35.7,60800,64500,86.6,0.3,95,675
"Y0A",5,158266.8753,1655,47.2,44,35200,41720,76,0.3,10,35
"Y0B",5,311462.8154,7480,43.6,42.8,40000,44320,75,0.3,30,120
