"Geo Code","Geo Name","Line Number"
"2021A0011V5Z","V5Z",4101731
"2021A0011V6A","V6A",4104362
"2021A0011V6B","V6B",4106993
"2021A0011V6C","V6C",4109624
"2021A0011V6E","V6E",4112255
"2021A0011V6G","V6G",4114886
"2021A0011V6H","V6H",4117517
"2021A0011V6J","V6J",4120148
"2021A0011V6K","V6K",4122779
"2021A0011V6L","V6L",4125410
"2021A0011V6M","V6M",4128041
"2021A0011V6N","V6N",4130672
"2021A0011V6P","V6P",4133303
"2021A0011V6R","V6R",4135934
"2021A0011V6S","V6S",4138565
"2021A0011V6T","V6T",4141196
"2021A0011V6V","V6V",4143827
"2021A0011V6W","V6W",4146458
"2021A0011V6X","V6X",4149089
"2021A0011V6Y","V6Y",4151720
"2021A0011V6Z","V6Z",4154351
"2021A0011V7A","V7A",4156982
"2021A0011V7B","V7B",4159613
"2021A0011V7C","V7C",4162244
"2021A0011V7E","V7E",4164875
"2021A0011V7G","V7G",4167506
"2021A0011V7H","V7H",4170137
"2021A0011V7J","V7J",4172768
"2021A0011V7K","V7K",4175399
"2021A0011V7L","V7L",4178030
"2021A0011V7M","V7M",4180661
"2021A0011V7N","V7N",4183292
"2021A0011V7P","V7P",4185923
"2021A0011V7R","V7R",4188554
"2021A0011V7S","V7S",4191185
"2021A0011V7T","V7T",4193816
"2021A0011V7V","V7V",4196447
"2021A0011V7W","V7W",4199078
"2021A0011V7Z","V7Z",4201709
"2021A0011V8A","V8A",4204340
"2021A0011V8B","V8B",4206971
"2021A0011V8C","V8C",4209602
"2021A0011V8E","V8E",4212233
"2021A0011V8G","V8G",4214864
"2021A0011V8J","V8J",4217495
"2021A0011V8K","V8K",4220126
"2021A0011V8L","V8L",4222757
"2021A0011V8M","V8M",4225388
"2021A0011V8N","V8N",4228019
"2021A0011V8P","V8P",4230650
"2021A0011V8R","V8R",4233281
"2021A0011V8S","V8S",4235912
"2021A0011V8T","V8T",4238543
"2021A0011V8V","V8V",4241174
"2021A0011V8W","V8W",4243805
"2021A0011V8X","V8X",4246436
"2021A0011V8Y","V8Y",4249067
"2021A0011V8Z","V8Z",4251698
"2021A0011V9A","V9A",4254329
"2021A0011V9B","V9B",4256960
"2021A0011V9C","V9C",4259591
"2021A0011V9E","V9E",4262222
"2021A0011V9G","V9G",4264853
"2021A0011V9H","V9H",4267484
"2021A0011V9J","V9J",4270115
"2021A0011V9K","V9K",4272746
"2021A0011V9L","V9L",4275377
"2021A0011V9M","V9M",4278008
"2021A0011V9N","V9N",4280639
"2021A0011V9P","V9P",4283270
"2021A0011V9R","V9R",4285901
"2021A0011V9S","V9S",4288532
"2021A0011V9T","V9T",4291163
"2021A0011V9V","V9V",4293794
"2021A0011V9W","V9W",4296425
"2021A0011V9X","V9X",4299056
"2021A0011V9Y","V9Y",4301687
"2021A0011V9Z","V9Z",4304318
"2021A0011X0A","X0A",4306949
"2021A0011X0B","X0B",4309580
"2021A0011X0C","X0C",4312211
"2021A0011X0E","X0E",4314842
"2021A0011X0G","X0G",4317473
"2021A0011X1A","X1A",4320104
"2021A0011Y0A","Y0A",4322735
"2021A0011Y0B","Y0B",4325366
"2021A0011Y1A","Y1A",4327997
